X,Y,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
2495005.094,2412297.79,16329,T20160020466,ABS to receive accident,Finished,2016/09/19 00:00:00+00,1899/12/30 22:13:00+00,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,36083,144.9432738,-37.79031172,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495005.094,2412297.79,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,Divided,Metro
2497158.652,2411654.875,16372,T20160021437,ABS to receive accident,Finished,2016/10/03 00:00:00+00,1899/12/30 15:34:00+00,No,Struck Pedestrian,Monday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,309038,144.9676144,-37.79608694,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497158.652,2411654.875,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496361.957,2408532.067,16502,T20160021732,ABS to receive accident,Finished,2016/09/09 00:00:00+00,1899/12/30 14:15:00+00,No,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Day,No,Multiple intersection,Other injury accident,40 km/hr,No,11527,144.9586348,-37.82423364,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496361.957,2408532.067,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,Divided,Metro
2496152.01,2409544.047,16605,T20160019584,ABS to receive accident,Finished,2016/09/07 00:00:00+00,1899/12/30 16:55:00+00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,No,Cross intersection,Serious injury accident,40 km/hr,No,36850,144.9562183,-37.81507561,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496152.01,2409544.047,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2497915.892,2408629.352,16643,T20160019625,ABS to receive accident,Finished,2016/09/08 00:00:00+00,1899/12/30 07:30:00+00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,132748,144.9762929,-37.82338917,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497915.892,2408629.352,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2497075.913,2409510.619,16870,T20160022459,ABS to receive accident,Finished,2016/10/16 00:00:00+00,1899/12/30 04:00:00+00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dark Street lights unknown,No,Not at intersection,Other injury accident,40 km/hr,No,310051,144.9667807,-37.81540914,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497075.913,2409510.619,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2497276.418,2410409.797,17026,T20160023203,ABS to receive accident,Finished,2016/10/11 00:00:00+00,1899/12/30 09:00:00+00,No,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Yes,Day,No,Not at intersection,Serious injury accident,60 km/hr,No,312186,144.9690651,-37.80733068,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497276.418,2410409.797,2,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Divided,Metro
2496388.066,2410649.111,17321,T20160020924,ABS to receive accident,Finished,2016/09/26 00:00:00+00,1899/12/30 12:07:00+00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,308876,144.958947,-37.8051705,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496388.066,2410649.111,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Divided,Metro
2496989.034,2409679.342,17511,T20160023193,ABS to receive accident,Finished,2016/10/25 00:00:00+00,1899/12/30 11:50:00+00,No,Struck Pedestrian,Monday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,Yes,Day,No,Not at intersection,Other injury accident,40 km/hr,No,311167,144.9658311,-37.81388678,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496989.034,2409679.342,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496115.998,2410570.292,18135,T20160025403,ABS to receive accident,Finished,2016/11/24 00:00:00+00,1899/12/30 12:55:00+00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,Cross intersection,Serious injury accident,50 km/hr,No,29385,144.9558931,-37.80586818,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496115.998,2410570.292,3,1,0,1,0,2,0,3,0,1,1,1,0,0,0,0,0,1,0,1,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Divided,Undivided",Metro
2497310.526,2409473.247,18136,T20160025412,ABS to receive accident,Finished,2016/11/24 00:00:00+00,1899/12/30 13:00:00+00,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,No,Cross intersection,Other injury accident,40 km/hr,No,35366,144.9694542,-37.81575681,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497310.526,2409473.247,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Undivided,Divided",Metro
2497155.387,2410660.1,18186,T20160025577,ABS to receive accident,Finished,2016/11/26 00:00:00+00,1899/12/30 13:15:00+00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Unk.,No,Cross intersection,Other injury accident,40 km/hr,No,36355,144.9676967,-37.80505658,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497155.387,2410660.1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Divided,Metro
2496609.454,2410552.585,18190,T20160025656,ABS to receive accident,Finished,2016/08/10 00:00:00+00,1899/12/30 21:30:00+00,Yes,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,No,Not at intersection,Other injury accident,50 km/hr,No,358714,144.9614805,-37.80602619,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496609.454,2410552.585,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Divided,Metro
2496263.357,2408961.524,18239,T20160025919,ABS to receive accident,Finished,2016/11/20 00:00:00+00,1899/12/30 01:00:00+00,Yes,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Unk.,No,Cross intersection,Serious injury accident,40 km/hr,No,36856,144.9574625,-37.8203445,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496263.357,2408961.524,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Other,Local Road,Arterial Highway",Divided,"Divided,Undivided",Metro
2495874.339,2409348.069,18480,T20160024925,ABS to receive accident,Finished,2016/11/19 00:00:00+00,1899/12/30 00:49:00+00,Yes,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,No,311070,144.953077,-37.8169011,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495874.339,2409348.069,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,2,0,2,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2495939.231,2409170.394,18615,T20160025161,ABS to receive accident,Finished,2016/11/22 00:00:00+00,1899/12/30 05:20:00+00,Yes,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,40 km/hr,No,310897,144.9538362,-37.81849581,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495939.231,2409170.394,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2497143.478,2409932.287,18812,T20160025999,ABS to receive accident,Finished,2016/12/02 00:00:00+00,1899/12/30 06:30:00+00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,311453,144.9675617,-37.8116148,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497143.478,2409932.287,3,1,0,0,1,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Divided,Metro
2496263.357,2408961.524,18907,T20160026178,ABS to receive accident,Finished,2016/12/04 00:00:00+00,1899/12/30 02:28:00+00,Yes,Struck Pedestrian,Sunday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,Yes,Dark Street lights on,Yes,Cross intersection,Serious injury accident,40 km/hr,No,36856,144.9576659,-37.82038654,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496263.357,2408961.524,5,1,0,1,0,4,3,2,0,3,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,1,1,0,1,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Other,Local Road,Arterial Highway",Divided,"Divided,Undivided",Metro
2495926.589,2409205.006,18977,T20160024571,ABS to receive accident,Finished,2016/10/15 00:00:00+00,1899/12/30 19:20:00+00,Yes,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,T intersection,Other injury accident,60 km/hr,No,310602,144.9536571,-37.81819145,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495926.589,2409205.006,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2495963.112,2409105.004,19170,T20160024972,ABS to receive accident,Finished,2016/11/19 00:00:00+00,1899/12/30 18:15:00+00,Yes,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,29416,144.9541489,-37.81906982,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2495963.112,2409105.004,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
2496262.142,2411253.091,19174,T20160025016,ABS to receive accident,Finished,2016/11/20 00:00:00+00,1899/12/30 12:58:00+00,No,Struck Pedestrian,Sunday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Day,Yes,Cross intersection,Serious injury accident,50 km/hr,No,36210,144.9576201,-37.79959754,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496262.142,2411253.091,3,1,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Undivided,Divided",Metro
2496894.609,2409938.787,19266,T20160026715,ABS to receive accident,Finished,2016/12/11 00:00:00+00,1899/12/30 01:15:00+00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,40 km/hr,No,35363,144.9646377,-37.81159716,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496894.609,2409938.787,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,"Undivided,Divided",Metro
2497223.975,2409936.419,19444,T20170000058,ABS to receive accident,Finished,2016/12/31 00:00:00+00,1899/12/30 12:05:00+00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Unk.,No,Cross intersection,Other injury accident,40 km/hr,No,252447,144.9684674,-37.81155794,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497223.975,2409936.419,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496716.448,2409749.205,19560,T20160027211,ABS to receive accident,Finished,2016/12/17 00:00:00+00,1899/12/30 17:05:00+00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,29423,144.9627378,-37.81328472,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496716.448,2409749.205,3,1,0,0,1,2,3,0,0,0,2,1,0,0,0,0,0,0,0,1,Not Alcohol Related,0,2,0,2,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496459.993,2410452.562,19679,T20160027549,ABS to receive accident,Finished,2016/12/22 00:00:00+00,1899/12/30 10:15:00+00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,315368,144.9597645,-37.8069449,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496459.993,2410452.562,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496053.165,2409536.9,19689,T20160026397,ABS to receive accident,Finished,2016/12/06 00:00:00+00,1899/12/30 12:30:00+00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,Not at intersection,Serious injury accident,40 km/hr,No,311958,144.9552004,-37.81517059,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496053.165,2409536.9,2,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Divided,Metro
2496957.702,2409711.943,19861,T20170001504,Heart attk/suicide/death by nat.causes,Finished,2017/01/20 00:00:00+00,1899/12/30 13:35:00+00,No,Struck Pedestrian,Friday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,Yes,Day,Yes,Not at intersection,Fatal accident,40 km/hr,No,314626,144.9654519,-37.81360954,Off Road, , ,2496957.702,2409711.943,45,41,6,18,17,4,17,25,0,2,2,41,0,0,0,3,2,0,0,0,Not Alcohol Related,0,2,0,2,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,,,,,Metro
2496080.268,2408784.219,19953,T20170001642,ABS to receive accident,Finished,2017/01/26 00:00:00+00,1899/12/30 21:06:00+00,Yes,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,40 km/hr,No,313393,144.9554944,-37.82195858,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496080.268,2408784.219,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2496338.293,2409111.76,19957,T20160028120,ABS to receive accident,Finished,2016/12/31 00:00:00+00,1899/12/30 01:30:00+00,Yes,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,No,313703,144.9584143,-37.81901286,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496338.293,2409111.76,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496040.056,2411260.125,20736,T20170000370,ABS to receive accident,Finished,2017/01/07 00:00:00+00,1899/12/30 15:55:00+00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,35304,144.9548892,-37.79983155,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496040.056,2411260.125,2,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Divided,Undivided",Metro
2496165.019,2409916.976,20783,T20170003298,ABS to receive accident,Finished,2017/02/18 00:00:00+00,1899/12/30 21:47:00+00,Yes,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,40 km/hr,No,65799,144.9564449,-37.81171116,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496165.019,2409916.976,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2496146.5,2408603.383,20877,T20170002711,ABS to receive accident,Finished,2017/02/10 00:00:00+00,1899/12/30 22:08:00+00,Yes,Struck Pedestrian,Friday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,313919,144.9561751,-37.82360218,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496146.5,2408603.383,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2494906.108,2412396.974,20915,T20170003563,ABS to receive accident,Finished,2017/02/22 00:00:00+00,1899/12/30 13:20:00+00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,29372,144.9422354,-37.78940104,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494906.108,2412396.974,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Undivided,Divided",Metro
2497031.037,2409564.929,20930,T20170002967,ABS to receive accident,Finished,2017/02/14 00:00:00+00,1899/12/30 16:30:00+00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Unk.,No,Not at intersection,Other injury accident,30km/hr,No,189481,144.9662622,-37.81493101,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497031.037,2409564.929,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2497122.405,2411998.185,20969,T20170003646,ABS to receive accident,Finished,2017/02/12 00:00:00+00,1899/12/30 12:00:00+00,No,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,314544,144.9673439,-37.7930276,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497122.405,2411998.185,2,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
2497133.066,2409284.927,21270,T20170001611,ABS to receive accident,Finished,2017/01/25 00:00:00+00,1899/12/30 20:55:00+00,Yes,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,30km/hr,No,238,144.9674379,-37.81745304,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497133.066,2409284.927,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,1,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
2494717.596,2412422.236,21296,T20170004657,ABS to receive accident,Finished,2017/03/07 00:00:00+00,1899/12/30 15:12:00+00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Not known,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,36066,144.94011,-37.78923,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494717.596,2412422.236,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Not Alcohol Related,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Other,Arterial Highway",Undivided,Undivided,Metro
